latitude,longitude,magnitude,deaths,affected,damages,type,risk
37.255,68.828,6.0,3.0,15427.0,22000.0,Earthquake,1
37.64,39.65,122300.0,47.0,63015.0,317000.0,Flood,1
39.74,41.1,69640.0,12.0,,,Flood,0
21.799,120.547,7.0,2.0,42.0,,Earthquake,0
24.07,120.79,14310.0,3.0,300.0,116130.0,Flood,1
-3.33,37.22,12430.0,,19000.0,,Flood,1
1.38,34.28,4050.0,3.0,1680.0,,Flood,1
41.41,-86.91,6780.0,2.0,2400.0,7000.0,Flood,1
31.76,-106.39,3610.0,,,100000.0,Flood,0
41.52,-81.09,4720.0,1.0,600.0,,Flood,0
62.45,-99.99,95940.0,,150.0,15500.0,Flood,0
60.88,-145.99,51560.0,,100.0,,Flood,0
47.86,-122.15,57890.0,2.0,1500.0,,Flood,1
16.68,107.21,148.0,71.0,1467925.0,624000.0,Storm,1
14.54,44.18,10710.0,5.0,2000.0,,Flood,1
-27.44,24.83,2500.0,6.0,4160.0,71000.0,Flood,1
-33.538,26.3,21840.0,6.0,3000.0,145000.0,Flood,1
37.336,136.588,7.0,1.0,41027.0,250000.0,Earthquake,1
-14.84,49.94,230.0,80.0,215198.0,240000.0,Storm,1
-8.466,157.043,8.0,52.0,2384.0,,Earthquake,1
6.71,80.95,10420.0,18.0,35000.0,,Flood,1
7.71,125.22,44620.0,9.0,24508.0,4080.0,Flood,1
7.44,99.65,290.0,38.0,,,Flood,0
15.1,43.88,25390.0,7.0,2000.0,,Flood,1
-18.49,46.34,438800.0,7.0,33000.0,,Flood,1
2.19,103.37,26380.0,17.0,137533.0,605000.0,Flood,1
-1.73,29.48,1340.0,10.0,500.0,9.0,Flood,0
34.88,-90.07,434.0,24.0,,,Flood,0
16.57,49.13,59870.0,36.0,618.0,,Flood,0
-4.36,16.17,45540.0,1.0,5500.0,,Flood,1
-32.87,151.38,11380.0,9.0,5000.0,1300000.0,Flood,1
30.28,107.78,43530.0,43.0,2300050.0,78000.0,Flood,1
23.92,91.23,7000.0,1110.0,13771380.0,100000.0,Flood,1
-22.72,-43.42,730.0,6.0,2272.0,,Flood,1
14.944,-61.274,7.0,,1.0,,Earthquake,0
24.1,100.16,165100.0,170.0,386000.0,40000.0,Flood,1
43.09,88.21,812700.0,29.0,350000.0,80000.0,Flood,1
-1.8,116.72,5690.0,11.0,17500.0,26000.0,Flood,1
27.72,104.07,32590.0,17.0,213000.0,5500.0,Flood,1
8.38,-75.59,69990.0,146.0,1504317.0,,Flood,1
7.38,-75.43,29770.0,13.0,3000.0,,Flood,1
4.5,-75.21,1940.0,24.0,2035.0,,Flood,1
14.6,-90.49,2300.0,11.0,656.0,,Flood,0
-1.74,121.49,4600.0,88.0,3389.0,,Flood,1
-7.54,111.33,50690.0,127.0,269515.0,,Flood,1
-1.08,116.72,5690.0,4.0,1000.0,,Flood,0
14.94,78.16,449300.0,127.0,200000.0,,Flood,1
31.24,76.53,191400.0,76.0,15000.0,,Flood,1
-45.243,-72.648,6.0,10.0,,,Earthquake,0
-4.438,101.367,8.0,25.0,459567.0,500000.0,Earthquake,1
-17.66,-65.3,218600.0,75.0,485000.0,500000.0,Flood,1
52.52,-0.76,23110.0,1.0,200.0,448000.0,Flood,1
34.95,5.79,78590.0,18.0,,29500.0,Flood,0
52.07,-2.1,24650.0,7.0,340000.0,4000000.0,Flood,1
-13.67,131.92,275.0,2.0,820.0,100000.0,Storm,0
22.61,90.15,250.0,4234.0,8978541.0,2300000.0,Storm,1
-12.95,24.37,290.0,4.0,1400000.0,,Flood,1
36.52,70.6,15490.0,23.0,2950.0,,Flood,1
37.01,70.73,27490.0,36.0,,,Flood,0
34.53,66.13,4110.0,9.0,2500.0,,Flood,1
36.29,68.85,25850.0,10.0,645.0,,Flood,0
35.28,71.14,62340.0,113.0,4000.0,,Flood,1
11.45,-4.39,2435.0,52.0,121043.0,,Flood,1
42.52,24.5,34010.0,2.0,1000.0,,Flood,0
-15.048,-44.231,5.0,1.0,286.0,,Earthquake,0
-30.25,-52.67,127400.0,4.0,4000.0,,Flood,1
54.18,-125.03,205000.0,,500.0,,Flood,0
-22.247,-69.89,8.0,2.0,25155.0,100000.0,Earthquake,1
23.028,101.052,6.0,3.0,329.0,342000.0,Earthquake,1
27.2,116.14,168600.0,,250000.0,13000.0,Flood,1
36.37,118.72,100100.0,26.0,2430000.0,,Flood,1
32.78,108.87,4380.0,11.0,17500.0,26000.0,Flood,1
2.966,-77.963,7.0,,175.0,,Earthquake,0
7.89,-74.91,189700.0,35.0,1162135.0,,Flood,1
10.27,-84.95,11460.0,,12500.0,,Flood,1
36.75,2.96,21400.0,14.0,1203.0,,Flood,1
39.89,-4.22,212700.0,1.0,550.0,400000.0,Flood,1
38.64,-0.27,5050.0,3.0,3600.0,,Flood,1
5.45,37.12,19510.0,,5800.0,,Flood,1
8.33,34.5,79620.0,17.0,239586.0,,Flood,1
51.085,1.009,5.0,,4501.0,60000.0,Earthquake,1
53.88,-0.91,27720.0,6.0,30000.0,4000000.0,Flood,1
41.74,25.62,52770.0,2.0,600.0,,Flood,0
14.828,-87.12,5.0,,1883.0,,Earthquake,1
18.55,-72.29,44.0,4.0,1500.0,,Flood,1
-7.783,114.338,5.0,,469.0,,Earthquake,0
-8.292,118.37,7.0,3.0,21800.0,,Earthquake,1
-0.19,116.92,34350.0,4.0,60000.0,,Flood,1
-3.28,120.2,2400.0,15.0,2000.0,,Flood,1
20.91,86.4,72010.0,80.0,7200000.0,275000.0,Flood,1
26.26,94.02,74890.0,15.0,200000.0,,Flood,1
22.02,72.25,61700.0,225.0,63000.0,,Flood,1
21.03,77.52,106600.0,62.0,10000.0,,Flood,1
20.05,81.86,74000.0,29.0,50000.0,,Flood,1
22.63,88.49,483900.0,1103.0,18700000.0,,Flood,1
22.68,70.93,133800.0,16.0,,,Flood,0
15.71,79.88,90280.0,94.0,20000.0,,Flood,1
12.73,79.7,76740.0,29.0,50000.0,,Flood,1
20.45,86.2,15360.0,15.0,500000.0,,Flood,1
27.58,95.26,103600.0,96.0,11100000.0,,Flood,1
10.39,76.31,21120.0,44.0,35000.0,101151.0,Flood,1
-35.86,-71.95,110500.0,5.0,40000.0,,Flood,1
-24.5,-47.88,23020.0,4.0,49506.0,,Flood,1
-22.37,-43.13,290.0,9.0,12870.0,,Flood,1
-5.36,-41.68,1120000.0,36.0,190000.0,360000.0,Flood,1
-25.1,-49.34,103400.0,151.0,1500015.0,750000.0,Flood,1
31.002,103.322,8.0,87476.0,45976596.0,85000000.0,Earthquake,1
4.33,-73.764,6.0,11.0,1754.0,10000.0,Earthquake,1
3.48,32.24,34760.0,93.0,59050.0,348000.0,Flood,1
-1.25,-79.66,75830.0,41.0,289122.0,1000000.0,Flood,1
37.963,21.525,6.0,2.0,3708.0,,Earthquake,1
25.18,91.54,350600.0,1063.0,7900000.0,123000.0,Flood,1
-21.56,147.03,105500.0,4.0,1200.0,275000.0,Flood,1
-7.13,112.37,11590.0,3.0,12000.0,,Flood,1
22.044,94.55,80590.0,47.0,2600000.0,20000.0,Flood,1
53.26,-1.8,47370.0,8.0,3000.0,50000.0,Flood,1
32.56,114.41,155.0,1.0,93006.0,73000.0,Storm,1
52.15,-81.96,3180.0,,2000.0,,Flood,1
-22.92,-61.66,88120.0,,85000.0,,Flood,1
-28.44,152.87,41560.0,1.0,3000.0,90000.0,Flood,1
-20.4,144.56,649500.0,,3200.0,600000.0,Flood,1
-22.46,149.54,44350.0,2.0,1000.0,1100000.0,Flood,1
21.02,90.21,59250.0,12.0,615638.0,,Flood,1
44.46,-77.47,22900.0,,400.0,,Flood,0
32.756,105.494,6.0,4.0,13529.0,,Earthquake,1
25.039,97.697,6.0,6.0,160.0,,Earthquake,0
26.241,101.889,6.0,40.0,1000589.0,492000.0,Earthquake,1
29.807,90.35,6.0,30.0,754.0,,Earthquake,0
23.97,97.569,5.0,,27169.0,,Earthquake,1
32.56,105.423,6.0,8.0,351000.0,,Earthquake,1
30.87,113.03,43960.0,3.0,780000.0,19000.0,Flood,1
22.62,101.55,24610.0,20.0,810000.0,42000.0,Flood,1
19.16,109.82,29940.0,3.0,50000.0,,Flood,1
9.0,-74.23,195400.0,76.0,1200091.0,,Flood,1
20.61,-76.17,35290.0,,20000.0,,Flood,1
7.585,33.31,69940.0,5.0,91764.0,,Flood,1
0.83,43.06,25490.0,11.0,23831.0,,Flood,1
52.92,-1.65,55860.0,,300.0,,Flood,0
7.01,-58.58,40000.0,,100000.0,,Flood,1
2.768,95.964,7.0,3.0,25.0,,Earthquake,0
-3.935,103.058,5.0,2.0,625.0,,Earthquake,0
1.271,122.091,7.0,6.0,10077.0,,Earthquake,1
-7.74,114.0,400.0,14.0,7000.0,,Flood,1
4.65,95.77,4200.0,,34514.0,,Flood,1
-6.23,106.83,2180.0,,1000.0,,Flood,0
-6.19,106.85,380.0,3.0,89761.0,,Flood,1
-7.71,112.91,810.0,3.0,40000.0,653.0,Flood,1
0.54,101.78,80090.0,,60000.0,,Flood,1
0.68,122.52,9851.0,16.0,118000.0,1080.0,Flood,1
-3.33,103.14,126700.0,24.0,15000.0,,Flood,1
16.65,81.38,75490.0,74.0,,,Flood,1
27.5,89.79,283800.0,142.0,225000.0,,Flood,1
42.24,-2.6,171.0,11.0,,3200000.0,Storm,1
22.16,89.09,90.0,190.0,3935341.0,270000.0,Storm,1
-3.19,-45.43,524400.0,56.0,1150900.0,550000.0,Flood,1
33.07,63.59,88520.0,39.0,60016.0,20000.0,Flood,1
-16.59,-44.89,1186000.0,16.0,1048.0,,Flood,1
4.36,-76.51,72650.0,23.0,31250.0,,Flood,1
10.165,-84.197,6.0,31.0,128618.0,200000.0,Earthquake,1
16.731,-86.217,7.0,7.0,50136.0,100000.0,Earthquake,1
-2.63,120.26,60610.0,18.0,12000.0,,Flood,1
-17.74,178.05,348.0,12.0,10556.0,43247.0,Flood,1
6.55,106.36,19200.0,64.0,1600.0,,Flood,1
-29.05,152.73,130.0,1.0,15000.0,60000.0,Storm,1
34.185,70.076,5.0,22.0,3309.0,,Earthquake,1
-9.84,14.15,61810.0,2.0,415.0,,Flood,0
-3.27,29.75,11710.0,,8000.0,,Flood,1
43.5,18.18,20490.0,,2630.0,,Flood,1
-18.76,-62.62,167900.0,,63000.0,,Flood,1
-16.7,23.32,571700.0,,3789.0,,Flood,1
47.16,-67.63,20490.0,,200.0,,Flood,0
43.236,80.893,5.0,,4549.0,3100.0,Earthquake,1
19.32,-70.14,14540.0,2.0,4565.0,44000.0,Flood,1
19.28,-70.08,15150.0,5.0,10000.0,8403.0,Flood,1
29.61,0.71,132800.0,33.0,2548.0,,Flood,1
19.56,-72.33,5754.0,11.0,9910.0,,Flood,1
-0.414,132.885,8.0,5.0,4250.0,10000.0,Earthquake,1
3.886,126.387,7.0,,3049.0,9000.0,Earthquake,1
37.535,138.446,7.0,9.0,14000.0,12500000.0,Earthquake,1
-13.386,-76.603,8.0,593.0,658331.0,600000.0,Earthquake,1
47.116,141.798,6.0,2.0,7512.0,420000.0,Earthquake,1
17.67,-92.41,35810.0,22.0,1600000.0,3000000.0,Flood,1
36.86,-94.64,1217000.0,26.0,2840.0,700000.0,Flood,1
14.64,-61.02,160.0,1.0,6.0,300000.0,Storm,1
17.08,122.01,170.0,29.0,443115.0,5000.0,Storm,1
8.796,124.83,129.0,20.0,35333.0,1000.0,Storm,1
38.936,70.485,5.0,11.0,7003.0,,Earthquake,1
47.09,-122.91,160.0,17.0,1128.0,1000000.0,Storm,1
31.69,130.9,250.0,5.0,40012.0,60000.0,Storm,1
38.53,126.61,29480.0,610.0,1170518.0,300000.0,Flood,1
32.84,-97.17,507800.0,8.0,5000.0,,Flood,1
-3.61,38.69,6200.0,4.0,2000.0,,Flood,1
40.63,73.83,17040.0,,845.0,200.0,Flood,0
6.49,80.08,3340.0,15.0,121000.0,50.0,Flood,1
27.78,84.08,56920.0,214.0,640706.0,2400.0,Flood,1
35.95,74.34,16540.0,22.0,,,Flood,0
8.796,124.833,11140.0,11.0,16463.0,2520.0,Flood,1
13.36,123.38,4600.0,20.0,,,Flood,0
-1.68,29.42,1180.0,20.0,4000.0,,Flood,1
39.35,69.46,58420.0,1.0,17184.0,,Flood,1
0.88,34.28,53520.0,13.0,40000.0,,Flood,1
2.98,45.43,13310.0,4.0,8000.0,,Flood,1
-16.81,35.24,1630.0,,180246.0,,Flood,1
46.76,25.6,32270.0,2.0,1400.0,,Flood,1
42.23,-74.95,6500.0,4.0,120.0,,Flood,0
14.54,-61.02,265.0,9.0,140000.0,600000.0,Storm,1
17.07,106.9,117.0,96.0,685430.0,191000.0,Storm,1
33.75,52.2,11600.0,12.0,,22000.0,Flood,0
34.807,136.239,5.0,,201.0,,Earthquake,0
-3.59,39.76,13870.0,2.0,651.0,,Flood,0
13.28,105.88,64580.0,2.0,19000.0,1000.0,Flood,1
33.4,126.72,930.0,3.0,1000.0,,Flood,0
6.51,-10.58,2330.0,1.0,17000.0,,Flood,1
14.944,-61.274,7.0,,,,Earthquake,0
7.72,81.4,7950.0,,250000.0,,Flood,1
16.91,96.13,15670.0,5.0,3000.0,,Flood,1
18.52,95.32,119100.0,,101920.0,,Flood,1
-19.06,34.36,57570.0,20.0,113535.0,100000.0,Flood,1
16.55,-11.32,9500.0,2.0,53620.0,,Flood,1
15.47,-13.97,162800.0,1.0,500.0,,Flood,0
14.944,-61.274,7.0,1.0,100.0,,Earthquake,0
10.29,11.75,630100.0,68.0,50000.0,,Flood,1
6.96,3.3,5270.0,6.0,5000.0,,Flood,1
34.98,72.23,12120.0,22.0,500.0,,Flood,0
34.27,71.87,130.0,130.0,2000.0,,Flood,1
17.57,121.76,25810.0,8.0,33884.0,2971.0,Storm,1
45.82,27.24,26860.0,7.0,1400.0,,Flood,1
62.34,130.46,313200.0,,14000.0,25752.0,Flood,1
12.91,33.77,1591000.0,150.0,565335.0,300000.0,Flood,1
11.82,51.02,310.0,21.0,2012.0,,Flood,1
11.54,19.05,454800.0,12.0,170000.0,,Flood,1
9.64,15.11,23500.0,3.0,3000.0,,Flood,1
17.21,100.34,38380.0,,1000.0,,Flood,0
16.82,102.48,139500.0,10.0,17000.0,,Flood,1
9.72,99.0,13140.0,2.0,100000.0,1500.0,Flood,1
36.95,9.71,6550.0,16.0,5000.0,,Flood,1
39.4,43.8,38490.0,13.0,750.0,,Flood,0
0.35,32.59,550.0,4.0,3000.0,,Flood,1
-32.77,-55.8,104100.0,2.0,119200.0,45000.0,Flood,1
30.24,-98.66,341.0,8.0,100.0,,Flood,0
33.45,-97.3,34750.0,10.0,750.0,28000.0,Flood,0
15.3,108.44,36820.0,55.0,150000.0,350000.0,Flood,1
15.87,107.78,24810.0,15.0,22000.0,10000.0,Flood,1
16.32,107.36,35110.0,83.0,94042.0,300000.0,Flood,1
11.01,105.51,46470.0,3.0,280000.0,,Flood,1
15.08,45.73,165100.0,50.0,,,Flood,0
13.16,122.6,170.0,644.0,4785460.0,284694.0,Storm,1
22.94,120.79,138.0,26.0,8.0,16000.0,Storm,0
39.63,-119.2,550.0,2.0,1500.0,,Flood,1
39.82,-92.33,320.0,7.0,70.0,1600000.0,Storm,1
39.03,140.881,7.0,23.0,448.0,167000.0,Earthquake,1
39.802,141.464,7.0,1.0,470.0,110000.0,Earthquake,1
0.05,35.12,37960.0,17.0,30770.0,,Flood,1
7.18,80.77,40670.0,25.0,362582.0,,Flood,1
7.83,80.82,43220.0,8.0,54323.0,,Flood,1
4.94,101.8,58100.0,,2000.0,,Flood,1
12.0,-86.37,34760.0,13.0,3525.0,,Flood,1
30.639,67.351,6.0,166.0,75320.0,10000.0,Earthquake,1
-10.11,-73.01,456900.0,40.0,450012.0,,Flood,1
11.64,125.22,21800.0,63.0,875343.0,30733.0,Flood,1
9.77,-66.4,61390.0,8.0,1500.0,,Flood,1
14.9,107.46,39090.0,29.0,12004.0,4000.0,Flood,1
20.74,106.32,74590.0,99.0,600000.0,479000.0,Flood,1
36.23,-89.15,565200.0,18.0,1000.0,2000.0,Flood,0
41.83,13.16,5425.0,3.0,,278000.0,Flood,1
-1.72,29.89,11140.0,,11346.0,,Flood,1
-18.69,46.9,230.0,93.0,524153.0,60000.0,Storm,1
35.05,-90.45,200.0,82.0,200000.0,30000000.0,Storm,1
15.54,49.78,133200.0,90.0,25064.0,400000.0,Flood,1
10.76,78.72,144300.0,37.0,10278.0,2000.0,Flood,1
33.86,48.59,5.0,,170.0,,Earthquake,0
26.743,55.828,6.0,6.0,20545.0,,Earthquake,1
39.24,44.69,7096.0,3.0,1280.0,,Flood,1
36.16,45.11,3310.0,4.0,600.0,,Flood,0
35.88,136.38,52420.0,5.0,50003.0,,Flood,1
42.3,68.55,51580.0,1.0,13000.0,130000.0,Flood,1
4.0,41.9,45130.0,3.0,6000.0,,Flood,1
-3.38,38.17,12190.0,,700.0,,Flood,0
-1.57,40.12,41800.0,16.0,8658.0,,Flood,1
2.83,37.67,21280.0,2.0,10000.0,,Flood,1
40.288,72.985,6.0,,3000.0,,Earthquake,1
39.533,73.824,7.0,74.0,1197.0,,Earthquake,1
8.57,80.8,103400.0,15.0,360000.0,,Flood,1
33.73,-4.77,146700.0,30.0,20000.0,,Flood,1
32.11,-7.11,23600.0,9.0,,,Flood,0
-22.92,34.03,126000.0,25.0,3500.0,,Flood,1
6.64,101.1,67570.0,,6000.0,,Flood,1
33.92,71.7,32490.0,36.0,200012.0,103000.0,Flood,1
30.74,72.63,165900.0,37.0,90752.0,,Flood,1
17.95,147.03,21770.0,10.0,239763.0,4088.0,Flood,1
17.2,121.8,24110.0,29.0,50000.0,,Flood,1
43.372,46.254,6.0,13.0,5235.0,,Earthquake,1
-2.296,28.9,6.0,36.0,643.0,,Earthquake,0
1.25,43.5,111900.0,,52000.0,,Flood,1
8.25,-64.88,30310.0,2.0,6548.0,,Flood,1
9.233,18.35,61820.0,,6450.0,,Flood,1
7.55,100.1,15650.0,21.0,700000.0,11500.0,Flood,1
41.1444,-114.8721,6.0,,2103.0,,Earthquake,1
42.84,-123.77,35110.0,,30000.0,,Flood,1
12.14,107.83,5300.0,4.0,500.0,,Flood,0
18.89,107.06,29580.0,9.0,20000.0,,Flood,1
42.334,13.334,6.0,295.0,56000.0,2500000.0,Earthquake,1
-8.14,-158.66,118000.0,21.0,7000.0,,Flood,1
38.51,71.29,62470.0,21.0,15000.0,1000.0,Flood,1
37.66,-81.28,16460.0,,900.0,,Flood,0
32.65,-6.16,188200.0,24.0,2000.0,,Flood,1
-17.69,46.42,210.0,12.0,62505.0,,Storm,1
47.61,24.93,19410.0,11.0,,,Flood,0
48.25,-97.03,39740.0,2.0,5060.0,166000.0,Flood,1
30.84,-85.23,82060.0,,1000.0,,Flood,0
-4.37,15.38,1950.0,32.0,1600.0,,Flood,1
-16.66,31.24,13370.0,3.0,15000.0,,Flood,1
-34.09,19.58,20100.0,,38000.0,,Flood,1
-15.94,27.77,2180.0,10.0,34766.0,,Flood,1
-20.78,31.24,53810.0,24.0,2000.0,,Flood,1
-29.67,31.09,25970.0,11.0,4000.0,1264.0,Flood,1
-2.296,28.9,6.0,11.0,17355.0,7000.0,Earthquake,1
9.24,29.66,81580.0,17.0,3000.0,,Flood,1
-8.207,118.631,7.0,1195.0,2501798.0,2200000.0,Earthquake,1
-22.98,-44.07,55640.0,74.0,1000.0,145000.0,Landslide,1
25.26,89.09,49030.0,6.0,500000.0,,Flood,1
-22.54,-43.12,47900.0,3.0,200.0,,Flood,0
25.31,112.71,542100.0,90.0,39372000.0,1000000.0,Flood,1
26.62,105.15,81300.0,12.0,118000.0,,Flood,1
30.86,101.18,201100.0,20.0,38.0,33000.0,Flood,0
-7.782,107.297,7.0,128.0,339792.0,160000.0,Earthquake,1
11.47,77.85,35730.0,70.0,8.0,64000.0,Flood,1
-15.489,-172.095,8.0,34.0,2500.0,,Earthquake,1
5.73,-0.1,9340.0,16.0,19755.0,,Flood,1
41.483,20.388,6.0,,150.0,,Earthquake,0
-32.99,-59.05,415000.0,7.0,30618.0,,Flood,1
-31.17,151.75,149300.0,,200.0,,Flood,0
47.4,15.71,2765.0,,,,Flood,0
44.87,17.48,6061.0,,1100.0,,Flood,1
-15.489,-172.095,8.0,11.0,12.0,,Earthquake,0
25.632,101.095,6.0,1.0,65336.0,315000.0,Earthquake,1
26.85,110.28,82900.0,11.0,106000.0,59000.0,Flood,1
54.0,-1.66,106600.0,3.0,3900.0,484000.0,Flood,1
42.66,43.443,6.0,,7306.0,,Earthquake,1
8.85,-0.99,73810.0,24.0,139790.0,,Flood,1
-0.72,99.867,8.0,2.0,1510.0,2430.0,Earthquake,1
15.71,78.23,309700.0,355.0,4100000.0,2150000.0,Flood,1
27.334,56.202,5.0,,269.0,,Earthquake,0
35.633,67.658,6.0,11.0,1070.0,,Earthquake,1
35.21,68.85,176799.0,65.0,5000.0,,Flood,1
-38.07,143.32,7093.0,,10000.0,,Flood,1
50.85,4.35,8458.0,3.0,690.0,238146.0,Flood,1
25.558,105.804,4.0,8.0,9.0,,Earthquake,0
43.5,6.6,7700.0,25.0,,1500000.0,Flood,1
18.42,73.77,3836.0,27.0,22085.0,,Flood,1
-2.174,136.543,7.0,17.0,4600.0,,Earthquake,1
-2.14,114.97,106460.0,21.0,15007.0,,Flood,1
33.53,76.12,145000.0,196.0,12725.0,,Flood,1
26.73,82.84,38537.0,200.0,3267183.0,1680000.0,Flood,1
-36.122,-72.898,9.0,562.0,2671556.0,30000000.0,Earthquake,1
-3.487,100.082,8.0,530.0,11864.0,,Earthquake,1
12.94,-1.39,160800.0,16.0,133362.0,176.0,Flood,1
37.811,-5.87,22049.0,2.0,30.0,,Flood,0
20.48,-75.88,130.0,21.0,5020.0,,Storm,1
34.38,62.25,65810.0,70.0,40000.0,,Flood,1
-16.11,17.25,274100.0,7.0,110886.0,,Flood,1
-32.42,149.59,311900.0,,,,Flood,0
-26.21,147.95,431681.0,,,109000.0,Flood,1
-29.83,147.38,832001.0,,1000.0,,Flood,0
-24.77,147.63,911256.0,35.0,175000.0,7300000.0,Flood,1
24.21,91.03,29265.0,15.0,500000.0,,Flood,1
-17.83,-63.6,102200.0,26.0,227860.0,,Flood,1
30.268,105.668,5.0,1.0,10515.0,4400.0,Earthquake,1
25.523,101.903,5.0,,50011.0,,Earthquake,1
33.165,96.548,7.0,2968.0,112000.0,500000.0,Earthquake,1
27.197,103.005,5.0,,5014.0,,Earthquake,1
4.113,-72.96,1140146.0,418.0,2791999.0,1000000.0,Flood,1
19.63,-70.56,2791.0,1.0,25700.0,,Flood,1
19.25,-70.39,15730.0,6.0,9500.0,,Flood,1
28.08,31.09,226100.0,12.0,3500.0,,Flood,1
40.106,21.46,27315.0,1.0,150.0,,Flood,0
18.443,-72.571,7.0,222570.0,3700000.0,8000000.0,Earthquake,1
-8.672,121.6,23685.0,16.0,200.0,,Flood,0
30.18,74.77,147437.0,53.0,400000.0,447000.0,Flood,1
15.22,79.48,63170.0,27.0,50000.0,,Flood,1
26.235,92.25,12555.0,,30000.0,,Flood,1
25.965,76.05,10843.0,,12500.0,,Flood,1
9.88,78.47,57474.0,203.0,,22000.0,Flood,1
32.45,48.3,5.0,,750.0,,Earthquake,0
35.221,59.317,6.0,,274.0,,Earthquake,0
27.022,53.861,6.0,1.0,32.0,,Earthquake,0
33.37,48.94,5.0,,104.0,,Earthquake,0
28.412,59.18,7.0,7.0,25.0,,Earthquake,0
35.49,54.47,6.0,3.0,3600.0,,Earthquake,1
-16.4659,-65.6,122139.0,52.0,88825.0,20000.0,Flood,1
-23.783,-48.16,12444.0,10.0,31000.0,,Flood,1
-28.28,-52.91,306993.0,12.0,31600.0,,Flood,1
-8.65047,-38.11,200669.0,15.0,78000.0,,Flood,1
27.0633,108.11,1341347.0,6.0,1600000.0,54130.0,Flood,1
27.89,14.47,431896.0,467.0,67900000.0,6400000.0,Flood,1
5.69,-74.15,236086.0,138.0,988599.0,1030000.0,Flood,1
27.73,88.155,7.0,112.0,575200.0,,Earthquake,1
38.297,142.373,9.0,1.0,95.0,,Earthquake,0
35.0754,63.99,63337.0,25.0,3065.0,,Flood,1
-18.939,122.73,114051.0,,217.0,,Flood,0
22.564,89.05,19191.0,10.0,1570559.0,,Flood,1
27.73,88.155,7.0,1.0,20016.0,,Earthquake,1
24.693,97.943,5.0,,64501.0,,Earthquake,1
24.727,97.957,6.0,25.0,5440.0,290000.0,Earthquake,1
20.687,99.822,7.0,,9508.0,,Earthquake,1
27.73,88.155,7.0,7.0,5136.0,,Earthquake,1
18.59,-71.99,1115.0,4.0,11200.0,,Flood,1
37.699,-1.672,5.0,10.0,15300.0,200000.0,Earthquake,1
7.8439,-0.45,55103.0,6.0,12571.0,,Flood,1
-6.8436,108.26,10402.0,,12000.0,,Flood,1
4.211,97.09,41506.0,21.0,750.0,,Flood,0
22.306,88.34,28684.0,47.0,700000.0,275000.0,Flood,1
34.743,138.264,6.0,1.0,25319.0,400000.0,Earthquake,1
17.57,121.42,145.0,512.0,4478491.0,585379.0,Storm,1
38.11,15.73,1227.0,35.0,5140.0,20000.0,Flood,1
29.81,80.76,129700.0,87.0,257786.0,60000.0,Flood,1
-12.99,-72.94,135300.0,158.0,236308.0,,Flood,1
41.0,40.04,26430.0,7.0,111.0,,Flood,0
40.83,40.41,15630.0,4.0,,,Landslide,0
-6.77,35.89,194800.0,20.0,,,Flood,0
-15.489,-172.095,8.0,9.0,507.0,9500.0,Earthquake,0
17.83,104.79,24950.0,10.0,,,Flood,0
8.02,81.27,15650.0,3.0,300000.0,,Flood,1
31.81,-6.78,157500.0,5.0,7520.0,,Flood,1
19.5,-99.25,34560.0,4.0,1500.0,,Flood,1
18.48,-91.05,44320.0,,107670.0,,Flood,1
16.45,-96.97,51610.0,11.0,,,Flood,0
-9.948,33.878,6.0,1.0,15015.0,,Earthquake,1
-10.108,33.818,6.0,3.0,5721.0,,Earthquake,1
5.74,100.96,14490.0,,1793.0,,Flood,1
4.99,102.36,9062.0,,9082.0,,Flood,1
12.26,5.68,64200.0,,150000.0,,Flood,1
33.92,72.25,30560.0,36.0,75000.0,,Flood,1
24.99,67.19,10370.0,52.0,70.0,,Flood,1
6.513,124.715,6.0,,392.0,90.0,Earthquake,0
