latitude,longitude,magnitude,deaths,affected,damages,type,risk
-25.1,-56.27,163300.0,,12035.0,820.0,Flood,1
40.23,21.24,114600.0,161.0,10000.0,900000.0,Flood,1
27.01,15.98,59850.0,20.0,111455.0,,Flood,1
15.58,-16.81,8511.0,6.0,264000.0,,Flood,1
18.48,-91.05,35580.0,15.0,200000.0,,Flood,1
41.09,38.95,3167.0,40.0,35020.0,550000.0,Flood,1
-6.8,36.02,167300.0,18.0,50000.0,,Flood,1
-31.26,-56.48,43490.0,1.0,4000.0,,Flood,1
20.67,104.3,69860.0,20.0,700000.0,,Flood,1
15.19,108.02,47600.0,17.0,40000.0,,Flood,1
18.19,-77.29,65.0,15.0,2506.0,150000.0,Storm,1
-8.783,157.354,7.0,,1126.0,,Earthquake,1
32.76,-16.97,483.0,43.0,618.0,1350000.0,Flood,1
19.94,-99.0,122621.0,41.0,20000.0,16000.0,Flood,1
0.01,34.5,40320.0,94.0,141164.0,,Flood,1
28.35,84.78,132600.0,12.0,,,Flood,0
8.88,-78.59,23750.0,13.0,24610.0,,Flood,1
8.132,125.57,10773.0,110.0,1972446.0,47411.0,Flood,1
17.71,121.8,15301.0,16.0,450673.0,,Flood,1
9.77,-66.93,180760.0,41.0,94800.0,170000.0,Flood,1
45.08,79.21,323800.0,44.0,16200.0,34576.0,Flood,1
12.78,4.5,8694.0,40.0,1500200.0,30000.0,Flood,1
17.1,121.47,120.0,146.0,585474.0,8675.0,Storm,1
22.429,120.7,220.0,2.0,100.0,63100.0,Storm,0
36.07,-87.28,320.0,30.0,8000.0,2350000.0,Storm,1
9.77,-66.93,180760.0,32.0,75003.0,29000.0,Flood,1
45.13,11.14,18725.0,,300.0,,Flood,0
1.5,36.0,196100.0,100.0,70000.0,,Flood,1
7.275,80.3,11880.0,7.0,164193.0,,Flood,1
6.83,80.59,19210.0,28.0,606072.0,105000.0,Flood,1
46.82,27.97,12210.0,1.0,12000.0,,Flood,1
32.2861667,-115.2953333,7.0,2.0,25232.0,1150000.0,Earthquake,1
-19.96,34.25,26370.0,5.0,17000.0,,Flood,1
16.245,-7.65,11046.0,,8750.0,,Flood,1
-18.69,23.23,64630.0,8.0,110000.0,,Flood,1
13.6,14.0,619100.0,3.0,226611.0,,Flood,1
-43.522,171.83,7.0,,300002.0,6500000.0,Earthquake,1
30.51,66.95,14180.0,60.0,4000.0,,Flood,1
36.03,72.08,9326.0,46.0,,,Flood,0
9.11,-82.64,23340.0,,1000.0,,Flood,0
-4.68,-78.29,305800.0,20.0,80000.0,,Flood,1
6.78,125.3,22340.0,27.0,40000.0,,Flood,1
39.59,125.71,51190.0,,17000.0,,Flood,1
40.365,124.97,305538.0,,38785.0,,Flood,1
21.51,41.92,346200.0,14.0,,,Flood,0
20.61,41.17,56000.0,10.0,85.0,,Flood,0
18.7,36.7,100400.0,33.0,10000.0,,Flood,1
11.385,14.63,38021.0,24.0,144579.0,,Flood,1
15.03,102.2,3873.0,258.0,8970653.0,332000.0,Flood,1
38.245,71.467,5.0,,7840.0,1500.0,Earthquake,1
38.864,39.986,6.0,51.0,3600.0,,Earthquake,1
22.918,120.795,6.0,,96.0,1000000.0,Earthquake,1
48.59,24.79,34500.0,6.0,40059.0,1900.0,Flood,1
40.652,-124.6925,7.0,,630.0,12500.0,Earthquake,0
39.48,-74.87,240301.0,,,,Flood,0
38.8497,-120.73,355567.0,,1000.0,,Flood,0
12.52,108.9,33659.0,31.0,39008.0,107700.0,Flood,1
15.1821,108.8,45584.0,50.0,10000.0,256000.0,Flood,1
125.091,259.63,25963.0,16.0,241777.0,280.0,Flood,1
38.297,142.373,9.0,19846.0,368820.0,210000000.0,Earthquake,1
7.60326,81.25,22133.0,47.0,1060324.0,200000.0,Flood,1
9.40044,125.78,3623.0,23.0,638418.0,12411.0,Flood,1
8.306,125.21,71700.0,12.0,944781.0,10666.0,Flood,1
8.666,99.28,33575.0,64.0,716110.0,317000.0,Flood,1
17.038,102.82,96785.0,813.0,9500000.0,40000000.0,Flood,1
40.186,-70.06,252912.0,46.0,370000.0,7300000.0,Storm,1
38.276,141.588,7.0,2.0,132.0,,Earthquake,0
51.448,53.67,213195.0,2.0,16000.0,67000.0,Flood,1
40.081,71.41,6.0,,,,Earthquake,0
19.3801,101.56,36797.0,14.0,37000.0,,Flood,1
8.513,80.53,19891.0,18.0,225000.0,300000.0,Flood,1
-29.5025,28.08,19634.0,26.0,5000.0,,Flood,1
20.687,99.822,7.0,74.0,21277.0,3600.0,Earthquake,1
-4.05208,104.67,62167.0,2.0,20000.0,,Flood,1
-18.188,20.64,102874.0,108.0,500000.0,12000.0,Flood,1
12.5947,8.64,103000.0,20.0,26965.0,,Flood,1
8.7372,4.47,20013.0,120.0,3000.0,,Flood,1
27.73,88.155,7.0,7.0,167949.0,,Earthquake,1
28.9081,82.28,46388.0,15.0,,,Flood,0
-43.583,172.68,6.0,181.0,301500.0,15000000.0,Earthquake,1
28.777,63.951,7.0,2.0,1000.0,,Earthquake,0
25.012,69.07,32667.0,509.0,5400755.0,2500000.0,Flood,1
7.39811,126.05,6361.0,31.0,121005.0,251.0,Flood,1
124.865,7.1,44521.0,11.0,2000.0,,Flood,1
21.3521,39.94,30361.0,11.0,,300000.0,Flood,1
20.687,99.822,7.0,1.0,16.0,,Earthquake,0
40.081,71.41,6.0,,,,Earthquake,0
39.149,29.103,6.0,3.0,10121.0,244000.0,Earthquake,1
34.1,-90.83,239421.0,1.0,25000.0,,Flood,1
40.081,71.41,6.0,13.0,,,Earthquake,0
-15.489,-172.095,8.0,148.0,5584.0,124040.0,Earthquake,1
-33.07,18.92,32700.0,11.0,20000.0,,Flood,1
16.73,47.92,176300.0,15.0,,,Flood,0
14.03,44.31,38890.0,7.0,1002.0,,Flood,1
43.76,20.73,6.0,2.0,27030.0,132260.0,Earthquake,1
44.47,21.14,46900.0,,3150.0,,Flood,1
43.015,88.247,5.0,,258.0,,Earthquake,0
4.64,-73.94,57194.0,135.0,498924.0,1290000.0,Flood,1
-31.055,28.41,124636.0,40.0,200321.0,211000.0,Flood,1
-6.284,15.46,45582.0,,5500.0,,Flood,1
-30.34,-52.64,129795.0,3.0,3000.0,,Flood,1
43.648,82.437,6.0,,143000.0,56400.0,Earthquake,1
39.955,77.028,6.0,,1616.0,,Earthquake,1
37.417,109.53,1215862.0,22.0,3800000.0,,Flood,1
29.565,1.7,288785.0,10.0,793.0,779000.0,Flood,1
5.5847,-0.95,9829.0,14.0,81473.0,,Flood,1
14.186,-90.238,6.0,3.0,400.0,,Earthquake,0
2.965,97.893,7.0,10.0,,5850.0,Earthquake,0
-4.39,137.83,17351.0,18.0,3000.0,,Flood,1
-7.379,110.24,2457.0,10.0,54.0,,Flood,0
20.651,86.0,27751.0,239.0,3443989.0,930000.0,Flood,1
26.59,92.18,50117.0,7.0,11000.0,,Flood,1
26.376,86.24,40941.0,204.0,5549080.0,,Flood,1
28.524,80.93,85509.0,19.0,200000.0,,Flood,1
36.023,69.351,6.0,73.0,237.0,,Earthquake,1
22.1723,92.1,9560.0,139.0,5148475.0,,Flood,1
33.4553,106.94,2643786.0,91.0,17440000.0,1200000.0,Flood,1
-0.5987,-79.5,39793.0,29.0,71860.0,,Flood,1
42.0681,44.52,15849.0,5.0,100018.0,3000.0,Flood,1
19.4433,-72.58,35152.0,9.0,11000.0,,Flood,1
26.5659,92.44,254935.0,120.0,2200000.0,,Flood,1
30.1135,78.85,31390.0,30.0,1200.0,110000.0,Flood,1
31.3,76.85,37710.0,45.0,200.0,20000.0,Flood,0
26.8,93.63,42597.0,21.0,2000000.0,98000.0,Flood,1
42.555,24.26,47137.0,5.0,37950.0,4400.0,Flood,1
34.2696,64.19,21754.0,74.0,27769.0,,Flood,1
37.0528,70.0,14162.0,20.0,,,Flood,0
-27.5,-59.63,377212.0,6.0,10000.0,,Flood,1
-21.71,146.64,761154.0,2.0,13000.0,225000.0,Flood,1
41.549,46.789,6.0,,15550.0,,Earthquake,1
41.439,46.789,5.0,,6949.0,,Earthquake,1
42.645,22.968,6.0,,210.0,,Earthquake,0
-10.4897,-67.99,172063.0,3.0,89000.0,,Flood,1
46.5994,-67.5,544053.0,,1500.0,34000.0,Flood,1
-35.2,-72.217,7.0,1.0,24297.0,100000.0,Earthquake,1
-52.8256,-69.41,88871.0,,4300.0,3100.0,Flood,1
27.767,100.781,6.0,4.0,34234.0,300000.0,Earthquake,1
43.433,84.7,6.0,,155052.0,68000.0,Earthquake,1
27.575,103.983,6.0,81.0,744821.0,1000000.0,Earthquake,1
32.978,119.593,5.0,1.0,2610.0,,Earthquake,1
38.745,88.098,5.0,,5500.0,96000.0,Earthquake,1
39.383,81.307,6.0,,36641.0,84000.0,Earthquake,1
92.4515,106.49,105607.0,53.0,185000.0,316333.0,Flood,1
31.41,113.04,92141.0,58.0,140000.0,600000.0,Flood,1
3.606,-73.07,74036.0,17.0,56000.0,40000.0,Flood,1
10.085,-85.315,8.0,2.0,762.0,45000.0,Earthquake,0
54.04,-2.13,8507.0,3.0,1500.0,81000.0,Flood,1
39.8677,21.01,9251.0,1.0,200.0,,Flood,0
13.988,-91.895,7.0,44.0,1321742.0,210000.0,Earthquake,1
2.327,93.063,9.0,7.0,107.0,,Earthquake,0
-1.315,120.096,6.0,6.0,7883.0,,Earthquake,1
23.6387,114.46,84762.0,55.0,300000.0,661000.0,Flood,1
34.512,104.262,6.0,95.0,123887.0,1000000.0,Earthquake,1
28.2425,99.3502,6.0,3.0,538050.0,155000.0,Earthquake,1
4.645,96.665,6.0,48.0,55935.0,130000.0,Earthquake,1
1.0256,124.51,28874.0,17.0,58040.0,2000.0,Flood,1
32.714,76.61,131743.0,6054.0,504473.0,1100000.0,Flood,1
22.7696,113.69,98183.0,88.0,8000000.0,2120000.0,Storm,1
34.526,70.22,6.0,18.0,3531.0,,Earthquake,1
36.9291,68.85,14653.0,20.0,9500.0,,Flood,1
-34.4809,-58.68,18135.0,52.0,350000.0,1300000.0,Flood,1
51.24,-109.64,307926.0,4.0,100000.0,5700000.0,Flood,1
25.98,99.812,5.0,,427740.0,56000.0,Earthquake,1
30.308,102.888,7.0,198.0,2198785.0,6800000.0,Earthquake,1
44.5993,124.1681,5.0,,58300.0,,Earthquake,1
31.066,110.412,5.0,,90500.0,6300.0,Earthquake,1
25.953,99.782,5.0,,80555.0,38000.0,Earthquake,1
40.253,78.944,5.0,,2000.0,,Earthquake,1
30.4563,104.02,419827.0,233.0,3500000.0,4621600.0,Flood,1
35.9161,100.18,93532.0,43.0,255000.0,457000.0,Flood,1
25.8633,118.14,101851.0,1.0,3000.0,253000.0,Storm,1
1.135,-77.393,7.0,,10015.0,4000.0,Earthquake,1
22.9043,-81.4,7627.0,2.0,227.0,,Flood,0
49.1358,12.11,241204.0,4.0,6350.0,12900000.0,Flood,1
53.2732,-1.51,126150.0,2.0,600.0,1500000.0,Flood,1
14.6056,-92.1207,6.0,1.0,572.0,2000.0,Earthquake,0
47.624,20.227,4.0,,1800.0,,Earthquake,1
4.927,95.907,6.0,1.0,515.0,,Earthquake,0
5.1033,95.9709,5.0,1.0,2738.0,,Earthquake,1
-6.17945,106.73,1746.0,34.0,248846.0,3000000.0,Flood,1
-0.86702,121.88,67600.0,8.0,1000.0,,Flood,0
4.48013,97.29,22525.0,,22500.0,2000.0,Flood,1
33.061,75.863,6.0,3.0,59350.0,120000.0,Earthquake,1
43.9958,7.1,82989.0,4.0,1000.0,,Flood,0
38.2082,20.4528,6.0,,2023.0,178000.0,Earthquake,1
-6.6324,107.71,35769.0,32.0,20000.0,600000.0,Flood,1
37.851,126.87,17840.0,53.0,29000.0,52000.0,Flood,1
-43.564,172.743,6.0,1.0,345.0,3000000.0,Earthquake,1
1.664,33.67,37846.0,27.0,63075.0,,Flood,1
0.1257,35.57,20554.0,8.0,4000.0,,Flood,1
0.385,36.12,9789.0,25.0,91692.0,,Flood,1
12.004,105.5,13466.0,247.0,1640023.0,521000.0,Flood,1
17.986,-99.789,7.0,2.0,152.0,,Earthquake,0
414.951,4.56,74520.0,7.0,13000.0,,Flood,1
-14.438,-75.966,7.0,1.0,2681.0,,Earthquake,1
7.904,125.195,5.0,,28.0,,Earthquake,0
8.085,125.93,3076.0,,8610.0,178881.0,Flood,1
38.721,43.508,7.0,604.0,32938.0,1500000.0,Earthquake,1
38.429,43.229,6.0,40.0,105.0,,Earthquake,0
-6.917,39.04,5900.0,20.0,50200.0,,Flood,1
-6.647,37.56,137262.0,8.0,9000.0,,Flood,1
7.976,80.77,49084.0,53.0,447021.0,1200.0,Flood,1
23.005,95.885,7.0,38.0,1486.0,1170.0,Earthquake,1
9.999,123.206,7.0,113.0,320277.0,8900.0,Earthquake,1
38.329,46.826,6.0,306.0,61546.0,500000.0,Earthquake,1
33.506,59.571,6.0,6.0,5523.0,,Earthquake,1
36.288,58.835,5.0,,238.0,,Earthquake,0
36.53,54.26,11490.0,7.0,1000.0,,Flood,0
44.89,11.23,6.0,7.0,11050.0,15800000.0,Earthquake,1
44.851,11.086,6.0,17.0,14350.0,,Earthquake,1
-0.191962,35.19,12660.0,73.0,280670.0,100000.0,Flood,1
16.493,-98.231,7.0,2.0,49011.0,320000.0,Earthquake,1
16.5919,97.85,219814.0,2.0,85000.0,,Flood,1
28.524,83.83,4395.0,72.0,5.0,1000.0,Flood,1
28.04,68.77,23036.0,480.0,5049364.0,2500000.0,Flood,1
35.03,73.52,98264.0,26.0,1200.0,,Flood,1
-14.168,-75.635,6.0,,4435.0,,Earthquake,1
7.905,125.044,6.0,,4001.0,,Earthquake,1
10.811,126.638,8.0,1.0,28879.0,3244.0,Earthquake,1
6.873,124.78,23516.0,1.0,700.0,,Flood,0
8.22392,125.27,39825.0,,25000.0,,Flood,1
42.33,47.59,10482.0,7.0,1120.0,,Flood,1
-1.40095,29.36,43618.0,5.0,11160.0,,Flood,1
20.5946,51.01,233126.0,19.0,,,Flood,0
14.46,-15.49,79242.0,19.0,57000.0,10000.0,Flood,1
4.94,44.89,12753.0,6.0,12200.0,,Flood,1
17.09,99.64,44011.0,,235545.0,,Flood,1
38.612,70.354,6.0,2.0,2531.0,,Earthquake,1
24.0587,120.94,18940.0,6.0,35000.0,16900.0,Flood,1
-1.83097,34.79,6852.0,10.0,,,Flood,0
2.65,32.72,57981.0,,15000.0,,Flood,1
2.46174,36.72,73170.0,96.0,100020.0,36000.0,Flood,1
16.3191,121.14,50412.0,31.0,3096422.0,2190000.0,Flood,1
39.6151,126.32,21695.0,51.0,848690.0,,Flood,1
-10.799,165.114,8.0,10.0,3329.0,2000.0,Earthquake,1
27.387,94.92,38019.0,80.0,2000000.0,,Flood,1
28.428,51.593,6.0,37.0,4350.0,600000.0,Earthquake,1
28.033,61.996,8.0,,27.0,,Earthquake,0
29.32,51.31,6.0,8.0,1620.0,,Earthquake,1
40.3,9.01,15699.0,18.0,2700.0,780000.0,Flood,1
34.369,134.828,6.0,,8438.0,,Earthquake,1
1.66076,35.21,9047.0,,5000.0,,Flood,1
0.058024,36.52,71113.0,18.0,10780.0,,Flood,1
7.59777,80.92,26063.0,52.0,56747.0,,Flood,1
42.0408,21.58,3700.0,1.0,4911.0,,Flood,1
18.3122,98.16,125251.0,7.0,73300.0,,Flood,1
-24.8006,32.68,83155.0,119.0,240000.0,30000.0,Flood,1
-20.2305,57.52,1680.0,11.0,82.0,2000.0,Flood,0
-15.6178,35.02,20096.0,3.0,33000.0,,Flood,1
3.58444,102.36,106698.0,4.0,75000.0,2000.0,Flood,1
15.0103,13.2,65791.0,,15086.0,,Flood,1
-41.704,174.337,7.0,,13840.0,50000.0,Earthquake,1
28.033,61.996,8.0,41.0,15175.0,,Earthquake,1
26.951,65.5009,8.0,399.0,185749.0,100000.0,Earthquake,1
27.1825,65.5052,7.0,22.0,50.0,,Earthquake,0
28.7404,69.11,462763.0,234.0,1497725.0,1500000.0,Flood,1
-15.8385,-74.5112,7.0,,7084.0,,Earthquake,1
-20.3461,-69.09,577783.0,67.0,180766.0,,Flood,1
9.8796,124.1167,7.0,230.0,3222224.0,51459.0,Earthquake,1
-24.146,-57.65,131223.0,,61400.0,,Flood,1
32.83,36.45,29142.0,5.0,12500.0,,Flood,1
50.0043,128.42,102479.0,,34135.0,1000000.0,Flood,1
44.3289,39.25,2432.0,4.0,1500.0,,Flood,1
13.6883,28.99,645400.0,76.0,500133.0,7000.0,Flood,1
2.16964,43.66,243476.0,7.0,50000.0,,Flood,1
7.2182,100.39,38676.0,23.0,15254.0,,Flood,1
23.789,121.141,6.0,4.0,1519.0,1100.0,Earthquake,1
23.828,121.215,6.0,1.0,97.0,1000.0,Earthquake,0
27.1502,54.4482,5.0,1.0,330.0,2000.0,Earthquake,0
35.806,-79.37,26044.0,2.0,100.0,,Flood,0
7.677,-64.77,37648.0,9.0,,,Flood,0
30.503,-89.35,83938.0,1.0,60000.0,2000000.0,Storm,1
30.3632,-58.51,20116.0,2.0,300.0,174000.0,Flood,1
28.9635,-82.5,67994.0,9.0,17001.0,210000.0,Storm,1
38.19,126.24,24179.0,34.0,17540.0,30000.0,Flood,1
-32.93,26.56,14489.0,13.0,125000.0,200000.0,Flood,1
9.56,29.58,138743.0,15.0,3000.0,,Flood,1
9.69,30.21,456058.0,32.0,154000.0,,Flood,1
13.9188,-60.99,830.0,12.0,17422.0,108000.0,Flood,1
38.2138,-94.15,123143.0,3.0,6000.0,25000.0,Flood,1
28.899,-98.89,33908.0,3.0,300.0,2000.0,Flood,0
38.8278,-88.64,493137.0,5.0,300.0,325000.0,Flood,1
30.66,-96.01,38936.0,4.0,4800.0,,Flood,1
37.5597,-86.79,16070.0,5.0,,,Flood,0
15.58,107.7,48985.0,47.0,2130001.0,72000.0,Flood,1
-16.4638,-63.77,137630.0,38.0,185120.0,,Flood,1
-19.61,-70.769,8.0,6.0,513387.0,100000.0,Earthquake,1
35.834,66.43,83722.0,431.0,140100.0,,Flood,1
-4.14041,29.65,3237.0,96.0,12682.0,2000.0,Flood,1
27.1891,103.4086,6.0,731.0,1120513.0,5000000.0,Earthquake,1
-12.228,44.3,5.0,,10000.0,,Earthquake,1
-0.018,-78.322,5.0,3.0,18.0,,Earthquake,0
-38.3652,-70.3,69877.0,,2000.0,,Flood,1
35.9053,82.5864,7.0,,450000.0,174000.0,Earthquake,1
28.174,103.619,5.0,,75021.0,80000.0,Earthquake,1
24.974,97.844,6.0,,225015.0,60000.0,Earthquake,1
24.9997,97.845,6.0,,184723.0,2000.0,Earthquake,1
23.3834,100.4702,6.0,1.0,255324.0,274000.0,Earthquake,1
30.3398,101.7374,6.0,5.0,82355.0,50000.0,Earthquake,1
23.3577,100.533,6.0,1.0,2022.0,,Earthquake,1
36.8561,3.181,6.0,6.0,420.0,,Earthquake,0
40.2893,25.3889,7.0,3.0,75002.0,450000.0,Earthquake,1
14.724,-92.4614,7.0,1.0,94783.0,,Earthquake,1
-8.81664,13.68,102553.0,1.0,2000.0,,Flood,1
-22.3617,-68.89,154773.0,178.0,193881.0,1500000.0,Flood,1
6.7757,-72.9875,6.0,,41236.0,,Earthquake,1
10.1743,-83.83,16754.0,,9666.0,,Flood,1
42.0683,44.54,13023.0,40.0,10320.0,23000.0,Flood,1
-31.5729,-71.6744,8.0,19.0,681499.0,800000.0,Earthquake,1
-25.5689,-50.75,115.0,3.0,283140.0,,Flood,1
36.5244,70.3676,8.0,115.0,92725.0,,Earthquake,1
36.4935,71.1263,6.0,,407.0,,Earthquake,0
-12.1145,13.88,12133.0,69.0,1000.0,,Flood,1
41.287,19.966,11410.0,1.0,300.0,,Flood,0
-35.1086,-59.81,133853.0,3.0,50000.0,,Flood,1
28.2305,84.7314,8.0,4.0,200.0,,Earthquake,0
-6.97805,-67.8,450353.0,5.0,1000.0,,Flood,0
-44.1033,-72.92,224189.0,,116.0,,Flood,0
44.133,85.568,5.0,,8640.0,14650.0,Earthquake,1
23.566,98.854,5.0,,2032.0,15000.0,Earthquake,1
28.2305,84.7314,8.0,29.0,207883.0,,Earthquake,1
27.8087,86.0655,7.0,1.0,,,Earthquake,0
37.4593,78.1542,6.0,3.0,9263.0,3200.0,Earthquake,1
3.94741,9.88,4726.0,4.0,30000.0,,Flood,1
43.377,6.53,2896.0,20.0,,924000.0,Flood,1
7.38005,-0.55,266950.0,25.0,5000.0,12000.0,Flood,1
41.4571,26.6,151105.0,3.0,500.0,,Flood,0
6.66576,-58.74,30931.0,,199000.0,,Flood,1
0.382,-79.92,8.0,672.0,389364.0,2000000.0,Earthquake,1
247.041,113.99,383224.0,5.0,219300.0,170000.0,Flood,1
-12.843,-64.93,190581.0,,120.0,,Flood,0
27.976,114.24,720844.0,289.0,60000000.0,22000000.0,Flood,1
9.268,41.691,2440002.0,28.0,3080.0,,Flood,1
-832.104,13.98,59746.0,23.0,5600.0,,Flood,1
-115.936,160.56,277015.0,30.0,1544.0,,Flood,1
24.804,93.65,7.0,5.0,70.0,,Earthquake,0
90.04,24.09,45667.0,106.0,1900000.0,150000.0,Flood,1
-179.555,-56.44,110515.0,3.0,50500.0,100000.0,Flood,1
582.294,123.25,176100.0,,300.0,,Flood,0
247.532,112.95,197080.0,68.0,165000.0,3000000.0,Flood,1
48.407,10.22,91555.0,7.0,,2000000.0,Flood,1
0.495,-79.62,7.0,1.0,147.0,,Earthquake,0
-0.786,-797.01,69542.0,9.0,10000.0,10000.0,Flood,1
641.411,116.5,47506.0,10.0,,,Flood,0
37.418,22.292,20422.0,4.0,200.0,56000.0,Flood,0
-9.67763,160.34,5481.0,47.0,52000.0,24000.0,Flood,1
7.30951,168.73,35.0,,360.0,,Flood,0
32.5827,47.7037,6.0,,12250.0,43000.0,Earthquake,1
36.6408,137.8875,6.0,,2657.0,2000.0,Earthquake,1
48.4049,65.59,213897.0,5.0,2709.0,,Flood,1
17.397,-100.9723,7.0,,381.0,,Earthquake,0
14.724,-92.4614,7.0,3.0,27000.0,,Earthquake,1
11.642,-85.8779,7.0,2.0,12281.0,3000.0,Earthquake,1
-13.843,-71.695,5.0,8.0,604.0,,Earthquake,0
-25.2205,-57.58,6830.0,,2000.0,,Flood,1
19.6557,99.6696,6.0,1.0,17523.0,62000.0,Earthquake,1
41.7575,21.19,5957.0,7.0,5030.0,87000.0,Flood,1
16.691,121.24,210.0,51.0,2898590.0,210985.0,Storm,1
-18.795,35.36,485939.0,278.0,638645.0,390000.0,Flood,1
33.5131,71.89,21148.0,49.0,5067.0,1000.0,Flood,1
33.1767,76.41,70288.0,44.0,2122.0,76000.0,Flood,1
26.2074,82.62,629962.0,293.0,13709887.0,,Flood,1
20.175,95.53,26424.0,149.0,1621703.0,119000.0,Flood,1
5.987,116.541,6.0,24.0,10.0,2.0,Earthquake,0
28.23,84.731,8.0,8831.0,5639722.0,5174000.0,Earthquake,1
27.8087,86.0655,7.0,138.0,2428.0,,Earthquake,1
-6.55868,108.4,7002.0,,8000.0,,Flood,1
283.812,-101.77,270.0,14.0,15000.0,823000.0,Storm,1
18.695,-72.19,3672.0,6.0,45000.0,,Flood,1
-0.621,131.262,7.0,,12247.0,,Earthquake,1
28.2305,84.7314,8.0,78.0,560.0,,Earthquake,1
27.8087,86.0655,7.0,20.0,,,Earthquake,0
36.5244,70.3676,8.0,,10.0,,Earthquake,0
10.7121,79.18,14179.0,8.0,200.0,,Flood,0
21.8734,70.76,43782.0,81.0,9000.0,604000.0,Flood,1
26.8946,93.75,69190.0,5.0,18000.0,,Flood,1
118.278,788.55,93202.0,325.0,1801000.0,2200000.0,Flood,1
33.6304,54.04,776608.0,23.0,4030.0,,Flood,1
-0.795,36.25,20432.0,13.0,3000.0,,Flood,1
-203.643,395.13,103770.0,112.0,240799.0,,Flood,1
40.376,73.204,6.0,,16780.0,12000.0,Earthquake,1
19.4811,-103.43,60979.0,,3000.0,,Flood,1
995.267,115.28,186816.0,53.0,100420.0,25000.0,Flood,1
-39.8648,175.23,8949.0,,400.0,171000.0,Flood,1
-41.092,175.35,7484.0,1.0,100.0,100000.0,Flood,0
36.5244,70.3676,8.0,280.0,502590.0,,Earthquake,1
36.4935,71.1263,6.0,3.0,85.0,,Earthquake,0
35.0129,72.84,73485.0,10.0,,,Flood,0
34.3432,72.27,137040.0,238.0,1572423.0,,Flood,1
15.5509,120.8,16151.0,4.0,3000.0,,Flood,1
-25.451,-59.27,28653.0,,3700.0,,Flood,1
-260.369,-558.48,574057.0,12.0,136450.0,,Flood,1
46.8147,22.86,197785.0,1.0,1500.0,,Flood,1
-246.543,103.35,235819.0,8.0,80313.0,2000.0,Flood,1
-7.042,108.238,32276.0,53.0,8920.0,22000.0,Flood,1
27.464,95.607,70518.0,18.0,100000.0,150000.0,Flood,1
326.031,130.99,18481.0,7.0,6000.0,,Flood,1
330.545,717.79,111748.0,92.0,77.0,,Flood,1
-3.863,127.229,6.0,,368.0,,Earthquake,0
24.804,93.65,7.0,8.0,10808.0,75000.0,Earthquake,1
27.068,93.95,135742.0,61.0,,100000.0,Flood,1
42.723,13.187,6.0,296.0,4854.0,5000000.0,Earthquake,1
32.788,130.7,7.0,9.0,120800.0,,Earthquake,1
32.791,130.75,7.0,49.0,298432.0,20000000.0,Earthquake,1
35.781,129.216,5.0,,29832.0,21000.0,Earthquake,1
23.672,-104.964,22329.0,5.0,3000.0,25000.0,Flood,1
17.071,-93.805,127234.0,13.0,6000.0,,Flood,1
42.009,21.49,5.0,,100.0,10000.0,Earthquake,0
183.158,952.6,93840.0,14.0,377667.0,,Flood,1
-12.651,394.64,80572.0,16.0,6600.0,,Flood,1
-42.169,172.21,39334.0,,300.0,25000.0,Flood,0
36.473,71.13,7.0,6.0,142.0,,Earthquake,0
361.038,727.93,31431.0,46.0,410.0,,Flood,0
